/mnt/wodobrow/loghub_logs/CloudStack/CloudStack.txt
ID=4     : size=155613    : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>AgentManager-Handler<:NUM:>:<:PRNTEND:> SeqA <:*:> <:*:> Seq <:*:> <:CRL:> <:*:> , MgmtId: <:NUM:>, via: <:NUM:>, Ver: v<:NUM:>, Flags: <:NUM:>, <:SQBR_CONT:> <:CRLEND:>
ID=540   : size=8         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> ctx<:NUM:>d<:NUM:>a<:NUM:>a<:NUM:><:PRNTEND:> <:*:> name <:*:>
ID=382   : size=8         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Downloading template to data store <:NUM:>
ID=174   : size=8         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> ctx<:NUM:>a<:NUM:>ce<:NUM:><:PRNTEND:> <:*:> name <:*:>
ID=374   : size=8         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx-c<:NUM:>b<:NUM:>ffc ctx<:NUM:>dd<:NUM:>c<:NUM:>dc<:PRNTEND:> Deploy avoids pods: <:*:> clusters: <:*:> hosts: <:*:>
ID=372   : size=8         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> ctx<:NUM:>dd<:NUM:>c<:NUM:>dc<:PRNTEND:> <:*:> name <:*:>
ID=351   : size=8         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> template <:NUM:> is already in store:<:NUM:>, <:VAR:>Image
ID=181   : size=8         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx<:NUM:>f<:NUM:> ctx<:NUM:>a<:NUM:>ce<:NUM:><:PRNTEND:> Deploy avoids pods: <:*:> clusters: <:*:> hosts: <:*:>
ID=497   : size=8         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx<:NUM:> <:*:> Asking <:*:> to release <:*:>
ID=368   : size=8         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Destroying vm VM<:SQBR_CONT:>
ID=365   : size=7         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>AgentConnectTaskPool<:NUM:>:ctx-d<:NUM:>f<:NUM:>a<:PRNTEND:> Skip downloading template <:*:> since current data center does not have hypervisor <:*:>
ID=320   : size=6         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Seq <:NUM:><:NUM:>: <:*:> the first command <:CRL:> Cmd , MgmtId: <:NUM:>, via: <:NUM:>, Ver: v<:NUM:>, Flags: <:NUM:>, <:*:>
ID=339   : size=6         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Both states are Running for VM<:SQBR_CONT:>
ID=395   : size=6         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Password does not match
ID=359   : size=6         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>agentRequest-Handler<:NUM:>:<:PRNTEND:> Ready command is processed: agent id <:CMP:> <:NUM:>
ID=307   : size=6         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> WARN <:SQBR_CONT:> <:PRNTBEG:>AgentManager-Selector:<:PRNTEND:> SSL: Fail to find the generated keystore. Loading fail-safe one to continue.
ID=383   : size=5         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Performing image store createTemplate async callback
ID=226   : size=5         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> registering data store <:*:>
ID=277   : size=5         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>HA-Worker<:NUM:>:<:PRNTEND:> Starting work
ID=168   : size=5         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> <:IP:> com.cloud.exception.InvalidParameterValueException: Please specify a valid URL. <:*:> is an invalid for the format raw
ID=384   : size=5         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Sending command org.apache.cloudstack.storage.command.DownloadCommand to host: <:NUM:>
ID=170   : size=5         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Complete async job<:NUM:>, jobStatus: FAILED, resultCode: <:NUM:>, result: org.apache.cloudstack.api.response.ExceptionResponse<:PATH:><:CRL:>"uuidList":<:SQBR:><:SQBREND:>,"errorcode":<:NUM:>,"errortext":"Please specify a valid URL. <:*:> is an invalid for the format raw"<:CRLEND:>
ID=312   : size=5         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Seq <:NUM:><:NUM:>: <:*:> the first command <:CRL:> Cmd , MgmtId: <:NUM:>, via: <:NUM:>, Ver: v<:NUM:>, Flags: <:NUM:>, <:SQBR_CONT:> <:CRLEND:>
ID=322   : size=5         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> create ClusteredAgentAttache for <:NUM:>
ID=127   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> VmwareManagerImpl config - <:*:> <:*:>
ID=120   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> <:*:> is <:*:>
ID=559   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> ctx<:NUM:>dd<:NUM:>b<:PRNTEND:> <:*:> <:*:> for VM: VM<:SQBR_CONT:>
ID=112   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> register cluster listener class <:*:>
ID=511   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> ctx<:NUM:>aec<:NUM:><:PRNTEND:> <:*:> <:*:> for VM: VM<:SQBR_CONT:>
ID=494   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> ctx<:NUM:><:PRNTEND:> <:*:> <:*:> for VM: VM<:SQBR_CONT:>
ID=492   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> ctx<:NUM:>fab<:PRNTEND:> <:*:> <:*:> for VM: VM<:SQBR_CONT:>
ID=509   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> ctx<:NUM:>dd<:NUM:><:PRNTEND:> <:*:> <:*:> for VM: VM<:SQBR_CONT:>
ID=176   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> ctx<:NUM:>a<:NUM:>ce<:NUM:><:PRNTEND:> <:*:> <:*:> for VM: VM<:SQBR_CONT:>
ID=483   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> <:CMP:><:CMP:><:CMP:>END<:CMP:><:CMP:><:CMP:> <:IP:> -- POST <:*:>
ID=482   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:*:> <:*:> The user admin already exists in domain <:NUM:>
ID=479   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> ERROR <:SQBR_CONT:> <:PRNTBEG:>agentRequest-Handler<:NUM:>:<:PRNTEND:> Succeeded in <:*:> <:*:>
ID=89    : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> <:*:> resource: null
ID=206   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx<:NUM:>f<:NUM:> ctx<:NUM:>a<:NUM:>ce<:NUM:><:PRNTEND:> <:*:> <:*:> <:*:> storage pool
ID=393   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx<:NUM:>aef<:NUM:>b ctx-c<:NUM:>c<:NUM:><:PRNTEND:> <:*:> <:*:> <:*:> storage pool
ID=309   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx<:NUM:>b<:NUM:>f<:NUM:> ctx-d<:NUM:>b<:NUM:><:PRNTEND:> <:*:> <:*:> <:*:>
ID=310   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx<:NUM:>cf<:NUM:>e ctx-e<:NUM:>eef<:NUM:>d<:PRNTEND:> <:*:> <:*:> <:*:>
ID=541   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> ctx<:NUM:>d<:NUM:>a<:NUM:>a<:NUM:><:PRNTEND:> <:*:> <:*:> for VM: VM<:SQBR_CONT:>
ID=552   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> ctx-ad<:NUM:>d<:NUM:><:PRNTEND:> <:*:> <:*:> for VM: VM<:SQBR_CONT:>
ID=349   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx-cab<:NUM:>b<:NUM:> ctx<:NUM:>ab<:NUM:>f<:NUM:><:PRNTEND:> <:*:> <:*:> <:*:>
ID=391   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> ctx-c<:NUM:>c<:NUM:><:PRNTEND:> <:*:> <:*:> for VM: VM<:SQBR_CONT:>
ID=550   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> ctx<:NUM:>d<:NUM:><:PRNTEND:> <:*:> <:*:> for VM: VM<:SQBR_CONT:>
ID=319   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx<:NUM:>fc<:NUM:>bcd<:NUM:> ctx<:NUM:>a<:NUM:>c<:NUM:><:PRNTEND:> <:*:> <:*:> <:*:>
ID=514   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> ctx-a<:NUM:>affd<:NUM:>d<:PRNTEND:> <:*:> <:*:> for VM: VM<:SQBR_CONT:>
ID=406   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Notifying other nodes of to disconnect
ID=405   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Disconnected called on <:NUM:> with status Disconnected
ID=403   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Processing Disconnect.
ID=402   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Remove Agent : <:NUM:>
ID=401   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Deregistering link for <:NUM:> with state Disconnected
ID=400   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> The next status of agent <:NUM:>is Disconnected, current status is Up
ID=399   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:*:> Host <:NUM:> is disconnecting with event ShutdownRequested
ID=336   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx-f<:NUM:>ddfed<:NUM:> ctx<:NUM:>f<:NUM:>c<:NUM:>dec<:PRNTEND:> <:*:> <:*:> <:*:>
ID=305   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx-fd<:NUM:>d<:NUM:>fc ctx-e<:NUM:>f<:NUM:>a<:NUM:><:PRNTEND:> <:*:> <:*:> <:*:>
ID=369   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> <:*:> Stopped called on VM<:SQBR_CONT:> but the state is Error
ID=425   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Reserved <:*:> <:NUM:> , Requested <:*:> <:NUM:>
ID=373   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> ctx<:NUM:>dd<:NUM:>c<:NUM:>dc<:PRNTEND:> <:*:> <:*:> for VM: VM<:SQBR_CONT:>
ID=375   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx-c<:NUM:>b<:NUM:>ffc ctx<:NUM:>dd<:NUM:>c<:NUM:>dc<:PRNTEND:> <:*:> <:*:> <:*:> storage pool
ID=295   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx<:NUM:>ccbca ctx<:NUM:>d<:NUM:>b<:NUM:><:PRNTEND:> <:*:> <:*:> <:*:>
ID=556   : size=4         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> ctx-d<:NUM:>f<:NUM:><:PRNTEND:> <:*:> <:*:> for VM: VM<:SQBR_CONT:>
ID=345   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Host <:NUM:> connected, sending down storage pool <:NUM:>ormation ...
ID=340   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:*:> Scheduled network rules cleanup, interval<:CMP:><:NUM:>
ID=362   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>AgentConnectTaskPool<:NUM:>:ctx-d<:NUM:>f<:NUM:>a<:PRNTEND:> Removing leftover template <:*:> entry from template store table
ID=341   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Host's hypervisorType is: KVM
ID=342   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Sending CheckNetworkCommand to check the Network is setup correctly on Agent
ID=343   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Network setup is correct on Agent
ID=396   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Unable to authenticate user with username admin in domain <:NUM:>
ID=462   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>AgentManager-Handler<:NUM:>:<:PRNTEND:> PingMap for agent: <:NUM:> will not be updated because agent is no longer in the PingMap
ID=364   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>AgentConnectTaskPool<:NUM:>:ctx-d<:NUM:>f<:NUM:>a<:PRNTEND:> Skip sync downloading private template <:*:> to a new image store
ID=358   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Sending command <:*:> to host: <:NUM:>
ID=498   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> WARN <:SQBR_CONT:> <:*:> <:*:> There is no secondary storage VM for downloading template to image store <:*:>
ID=350   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:*:> Downloading builtin template centos<:NUM:>-x<:NUM:>_<:NUM:> to data center: <:NUM:>
ID=500   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx-f<:NUM:>ea<:NUM:> ctx<:NUM:>d<:NUM:>ad<:NUM:><:PRNTEND:> <:*:> <:*:> <:*:>
ID=355   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Downloading template to data store <:NUM:>
ID=543   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx<:NUM:>bdb ctx<:NUM:>eb<:NUM:><:PRNTEND:> <:*:> <:*:> <:*:>
ID=346   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Adding pool null to host <:NUM:>
ID=78    : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> <:*:> <:*:> <:*:> at <:PATH:>
ID=499   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx<:NUM:> ctx-c<:NUM:>a<:NUM:>b<:NUM:>a<:NUM:><:PRNTEND:> <:*:> <:*:> <:*:>
ID=448   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Network id<:CMP:><:NUM:> is already implemented
ID=348   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:*:> Connection established between <:*:> host + <:NUM:>
ID=542   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx-ccba<:NUM:> ctx-f<:NUM:>fef<:NUM:><:PRNTEND:> <:*:> <:*:> <:*:>
ID=335   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Not Hyper-V hypervisor, so moving on.
ID=55    : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Checking to see if the database is at a version before it was the version table is created
ID=54    : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Grabbing lock to check for database <:*:>
ID=53    : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Running system integrity checker <:*:>
ID=311   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>Agent-Selector:<:PRNTEND:> SSL: Handshake done
ID=314   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> WARN <:SQBR_CONT:> <:PRNTBEG:>AgentManager-Handler<:NUM:>:<:PRNTEND:> Throwing away a request because it came through as the first command on a connect: Seq <:NUM:><:NUM:>: <:CRL:> Cmd , MgmtId: <:NUM:>, via: <:NUM:>, Ver: v<:NUM:>, Flags: <:NUM:>, <:SQBR_CONT:> <:CRLEND:>
ID=325   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>Agent-Handler<:NUM:>:<:PRNTEND:> Startup Response Received: agent id <:CMP:> <:NUM:>
ID=337   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Received startup command from hypervisor host. host id: <:NUM:>
ID=398   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>AgentManager-Handler<:NUM:>:<:PRNTEND:> Host <:NUM:> has <:NUM:>ormed us that it is shutting down with reason sig.kill and detail null
ID=334   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> Not XenServer so moving on.
ID=397   : size=3         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:*:> User: admin in domain <:NUM:> has failed to log in
ID=113   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Start configuring <:*:> <:*:> manager : <:*:>
ID=423   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>consoleproxy<:NUM:>:ctx<:NUM:>c<:NUM:><:PRNTEND:> Hosts's actual total CPU: <:NUM:> and CPU after applying overprovisioning: <:NUM:>
ID=484   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx<:NUM:>f<:NUM:> ctx-d<:NUM:>f<:NUM:>fc<:NUM:><:PRNTEND:> <:*:> <:*:> <:*:> storage pool
ID=376   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx-c<:NUM:>b<:NUM:>ffc ctx<:NUM:>dd<:NUM:>c<:NUM:>dc<:PRNTEND:> Asking <:*:> to release NicProfile<:SQBR:><:NUM:><:NUM:>-ce<:NUM:>da<:NUM:><:NUM:>b<:NUM:><:NUM:>c<:NUM:><:NUM:>b<:NUM:>bd<:NUM:>c<:NUM:><:NUM:><:NUM:>.<:PATH:>
ID=512   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>Job-Executor<:NUM:>:ctx<:NUM:>f<:NUM:>f ctx<:NUM:>aec<:NUM:><:PRNTEND:> Asking <:*:> to release NicProfile<:SQBR:><:NUM:><:NUM:>-b<:NUM:>-ec<:NUM:>c<:NUM:>a<:NUM:>d<:NUM:>c<:NUM:><:NUM:>b<:NUM:>d<:NUM:><:NUM:><:NUM:>.<:PATH:>
ID=371   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> <:IP:> <:*:> "Medium Instance","cpunumber":<:NUM:>,"cpuspeed":<:NUM:>,"memory":<:NUM:>,"guestosid":"<:NUM:>fcdf<:NUM:><:NUM:>-b<:NUM:>b<:NUM:><:NUM:>ae","rootdeviceid":<:NUM:>,"rootdevicetype":"ROOT","securitygroup":<:SQBR:><:CRL:>"id":"e<:NUM:>ff<:NUM:>aa<:NUM:>b<:NUM:>-b<:NUM:>b<:NUM:><:NUM:>ae","name":"default","description":"Default Security <:*:>
ID=367   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>Agent-Handler<:NUM:>:<:PRNTEND:> Connected to the server
ID=122   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Configuring <:*:> management server node id<:PRNTBEG:>msid<:PRNTEND:>: <:NUM:>
ID=93    : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Searching in environment.properties
ID=119   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Router configurations: ramsize<:CMP:><:NUM:>
ID=480   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> <:IP:> <:*:> "Small Instance","cpunumber":<:NUM:>,"cpuspeed":<:NUM:>,"memory":<:NUM:>,"guestosid":"<:NUM:>fcdf<:NUM:><:NUM:>-b<:NUM:>b<:NUM:><:NUM:>ae","rootdeviceid":<:NUM:>,"rootdevicetype":"ROOT","securitygroup":<:SQBR:><:CRL:>"id":"e<:NUM:>ff<:NUM:>aa<:NUM:>b<:NUM:>-b<:NUM:>b<:NUM:><:NUM:>ae","name":"default","description":"Default Security <:*:>
ID=117   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> <:*:> <:*:> Manager is configured.
ID=535   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:*:> <:*:> Trying to add a new data store at <:PATH:> to data center <:NUM:>
ID=478   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> ERROR <:SQBR_CONT:> <:PRNTBEG:>agentRequest-Handler<:NUM:>:<:PRNTEND:> Attempting to unmount old mount libvirt is unaware of at <:PATH:>
ID=477   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> ERROR <:SQBR_CONT:> <:PRNTBEG:>agentRequest-Handler<:NUM:>:<:PRNTEND:> org.libvirt.LibvirtException: Requested operation is not valid: Target <:STRING:> is already mounted
ID=94    : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> DEBUG <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> environment.properties says scripts should be in <:PATH:>
ID=105   : size=2         : Oct <:NUM:> <:NUM:>:<:NUM:>:<:NUM:> INFO <:SQBR_CONT:> <:PRNTBEG:>main:<:PRNTEND:> Build message handler cache for <:*:>
